USER_ID,PATH_CATEGORY_NAME,AGE_GROUP,GENDER,REGION,YEAR_PATH_STARTED
U2487307029953586347,DATA,30-34 ans,Homme,Île-de-France,2025
U7021338953208055325,DATA,30-34 ans,Femme,Nouvelle-Aquitaine,2025
U-8534565187110205076,DATA,50-54 ans,Non renseigné,Hauts-de-France,2025
U-4980590188570764489,DATA,30-34 ans,Homme,Bourgogne-Franche-Comté,2024
U4990954274608955275,DATA,30-34 ans,Non renseigné,Île-de-France,2022
U-742776768715652168,DATA,25-29 ans,Homme,Provence-Alpes-Côte d'Azur,2023
U-6143927775903182825,DATA,35-39 ans,Homme,Bourgogne-Franche-Comté,2024
U-3326947635847795920,DATA,35-39 ans,Homme,Grand Est,2024
U-1915423221008159473,DATA,30-34 ans,Femme,Bretagne,2025
U-6518523529584484281,DATA,30-34 ans,Homme,Occitanie,2025
U-5951590016640530122,DATA,35-39 ans,Femme,Hauts-de-France,2022
U8490606894378997159,DATA,35-39 ans,Femme,Auvergne-Rhône-Alpes,2025
U8880234859538935949,DATA,40-44 ans,Femme,DROM,2022
U-4743851522841124816,DATA,20-24 ans,Homme,Île-de-France,2025
U-5617854045820720098,DATA,45-49 ans,Femme,Île-de-France,2022
U-2669008113281172485,DATA,35-39 ans,Homme,Île-de-France,2022
U-6157347774374596132,DATA,25-29 ans,Homme,Nouvelle-Aquitaine,2024
U6362032872796572783,DATA,35-39 ans,Non renseigné,Auvergne-Rhône-Alpes,2022
U1771956093090975753,DATA,30-34 ans,Non renseigné,Bretagne,2023
U6606733587669329301,DATA,30-34 ans,Non renseigné,Grand Est,2023
U3490313422235589068,DATA,30-34 ans,Non renseigné,Île-de-France,2023
U1836577609515119853,DATA,40-44 ans,Non renseigné,Auvergne-Rhône-Alpes,2022
U-6207550661042479882,DATA,40-44 ans,Non renseigné,Île-de-France,2022
U2875286279633742880,DATA,35-39 ans,Homme,Île-de-France,2022
U6139254975420135455,DATA,30-34 ans,Homme,Occitanie,2023
U-4139702516901216667,DATA,35-39 ans,Homme,Grand Est,2025
U-6319845620629159608,DATA,35-39 ans,Non renseigné,Île-de-France,2022
U-3386773649458095721,DATA,35-39 ans,Non renseigné,Occitanie,2022
U7209583872823606388,DATA,45-49 ans,Homme,Auvergne-Rhône-Alpes,2022
U-1603714860089687527,DATA,35-39 ans,Homme,Normandie,2023
U-720976300544381019,DATA,35-39 ans,Non renseigné,Nouvelle-Aquitaine,2024
U-4739562971530308853,DATA,55-59 ans,Homme,Centre-Val de Loire,2024
U-404073123610961284,DATA,30-34 ans,Homme,Bretagne,2025
U-2163848991676045918,DATA,60 ans ou plus,Non renseigné,Île-de-France,2022
U-8848591266618237708,DATA,55-59 ans,Homme,Île-de-France,2024
U-5368253914630986071,DATA,35-39 ans,Homme,Occitanie,2022
U7968119305934917510,DATA,35-39 ans,Femme,Nouvelle-Aquitaine,2023
U1809289966313350481,DATA,55-59 ans,Non renseigné,Auvergne-Rhône-Alpes,2023
U-4270239725861322984,DATA,25-29 ans,Non renseigné,Île-de-France,2022
U-8748492280836329741,DATA,25-29 ans,Non renseigné,Auvergne-Rhône-Alpes,2022
U6212621728678243852,DATA,55-59 ans,Homme,Nouvelle-Aquitaine,2022
U5643274632450463628,DATA,25-29 ans,Femme,Île-de-France,2024
U-533065973139035128,DATA,50-54 ans,Non renseigné,Hauts-de-France,2023
U-9107478561401287789,DATA,50-54 ans,Homme,Île-de-France,2022
U2228730676779830490,DATA,30-34 ans,Homme,Île-de-France,2022
U3692100345486311850,DATA,35-39 ans,Homme,Île-de-France,2024
U-2168372580118356369,DATA,30-34 ans,Homme,Île-de-France,2024
U-8203436308516041486,DATA,30-34 ans,Homme,Île-de-France,2025
U3137087851490254370,DATA,30-34 ans,Homme,Île-de-France,2025
U-7063496813239896556,DATA,25-29 ans,Non renseigné,Île-de-France,2023
U8831029937761151900,DATA,35-39 ans,Femme,Bretagne,2022
U-2687087689182648544,DATA,30-34 ans,Homme,Île-de-France,2022
U7033876816738071288,DATA,30-34 ans,Homme,Provence-Alpes-Côte d'Azur,2024
U-6932551618435411581,DATA,40-44 ans,Femme,Île-de-France,2022
U2359864766454101380,DATA,25-29 ans,Femme,Provence-Alpes-Côte d'Azur,2025
U-303921732280036589,DATA,45-49 ans,Non renseigné,Nouvelle-Aquitaine,2023
U8134666454520668094,DATA,45-49 ans,Homme,Île-de-France,2023
U8525945551612857827,DATA,25-29 ans,Non renseigné,Normandie,2022
U2223238667427731569,DATA,55-59 ans,Non renseigné,Île-de-France,2022
U9177836754005176779,DATA,20-24 ans,Homme,Île-de-France,2024
U-7591043133686541849,DATA,35-39 ans,Homme,Île-de-France,2023
U9167252089394478371,DATA,40-44 ans,Homme,Île-de-France,2024
U6154991829758188991,DATA,40-44 ans,Homme,Île-de-France,2022
U-4559302560988985522,DATA,30-34 ans,Non renseigné,Provence-Alpes-Côte d'Azur,2023
U-1891311118723747951,DATA,25-29 ans,Homme,Provence-Alpes-Côte d'Azur,2025
U4654040073344472513,DATA,40-44 ans,Non renseigné,Île-de-France,2022
U-6592287617259003164,DATA,20-24 ans,Homme,Île-de-France,2025
U-1001153210788108279,DATA,40-44 ans,Homme,Île-de-France,2022
U1548632561018882321,DATA,30-34 ans,Homme,Île-de-France,2025
U-1693868482655051808,DATA,25-29 ans,Homme,Île-de-France,2025
U-364320164457956076,DATA,40-44 ans,Femme,Grand Est,2025
U2075078000365845468,DATA,25-29 ans,Femme,Île-de-France,2025
U8095180178985260334,DATA,25-29 ans,Non renseigné,Île-de-France,2023
U-2069375720981106540,DATA,25-29 ans,Non renseigné,Occitanie,2024
U-3609656717846594508,DATA,30-34 ans,Femme,Auvergne-Rhône-Alpes,2023
U-196391768836317982,DATA,55-59 ans,Homme,Grand Est,2022
U6203833453737493739,DATA,50-54 ans,Homme,Île-de-France,2023
U6471816025287848571,DATA,35-39 ans,Non renseigné,Île-de-France,2025
U-1840478537786353397,DATA,50-54 ans,Homme,Nouvelle-Aquitaine,2024
U-2700472247452494702,DATA,35-39 ans,Homme,Occitanie,2022
U-8367381162239590076,DATA,40-44 ans,Homme,Hauts-de-France,2025
U195722515787841496,DATA,30-34 ans,Homme,Provence-Alpes-Côte d'Azur,2025
U4545629959581806330,DATA,30-34 ans,Non renseigné,Île-de-France,2022
U7029371942630538616,DATA,20-24 ans,Homme,Hauts-de-France,2023
U-6092436774199868031,DATA,35-39 ans,Homme,Occitanie,2025
U4663097679640030399,DATA,45-49 ans,Femme,Île-de-France,2025
U2263904965234438719,DATA,35-39 ans,Femme,Île-de-France,2023
U-917425933991580600,DATA,40-44 ans,Homme,Auvergne-Rhône-Alpes,2025
U2740297622372455919,DATA,20-24 ans,Homme,Auvergne-Rhône-Alpes,2024
U3658006154566719769,DATA,35-39 ans,Non renseigné,Grand Est,2022
U5028744180600162242,DATA,45-49 ans,Non renseigné,Auvergne-Rhône-Alpes,2022
U-5294237699503517953,DATA,25-29 ans,Non renseigné,Provence-Alpes-Côte d'Azur,2023
U-4104325228341079065,DATA,35-39 ans,Homme,Île-de-France,2024
U-1764953721079262604,DATA,40-44 ans,Homme,Provence-Alpes-Côte d'Azur,2022
U-518911964002780186,DATA,50-54 ans,Homme,Auvergne-Rhône-Alpes,2022
U1318977887110842515,DATA,30-34 ans,Homme,Île-de-France,2025
U4726294670327901350,DATA,30-34 ans,Non renseigné,Île-de-France,2022
U7465816844780680002,DATA,40-44 ans,Homme,Île-de-France,2022
U-4184234485146367891,DATA,25-29 ans,Femme,Île-de-France,2025
U-2784555975478138599,DATA,50-54 ans,Femme,Île-de-France,2023
U4822054144279267441,DATA,35-39 ans,Homme,Grand Est,2025
U7176624688144812594,DATA,25-29 ans,Homme,Île-de-France,2025
U-5048138603326683765,DATA,35-39 ans,Non renseigné,Grand Est,2024
U-6340305031213679239,DATA,30-34 ans,Homme,Île-de-France,2023
U2955311759695217151,DATA,55-59 ans,Homme,Occitanie,2025
U-9079964536967551707,DATA,45-49 ans,Femme,Île-de-France,2024
U135538581711404385,DATA,40-44 ans,Non renseigné,Île-de-France,2022
U4952380756093434075,DATA,60 ans ou plus,Non renseigné,Île-de-France,2022
U9105433569641790565,DATA,25-29 ans,Non renseigné,Hauts-de-France,2022
U-1157219349155015415,DATA,40-44 ans,Homme,Centre-Val de Loire,2022
U-1959336373315683576,DATA,35-39 ans,Non renseigné,Île-de-France,2025
U1932969749560550284,DATA,55-59 ans,Femme,Pays de la Loire,2025
U-8286267888701370257,DATA,40-44 ans,Non renseigné,Nouvelle-Aquitaine,2023
U-419269490357744609,DATA,35-39 ans,Non renseigné,Normandie,2024
U7492239019499768010,DATA,25-29 ans,Homme,Pays de la Loire,2025
U-2460716320757418142,DATA,40-44 ans,Non renseigné,Île-de-France,2023
U-8715986097855815874,DATA,50-54 ans,Non renseigné,Nouvelle-Aquitaine,2023
U-101326351958819258,DATA,40-44 ans,Non renseigné,Île-de-France,2024
U-7125298229098323304,DATA,40-44 ans,Femme,Provence-Alpes-Côte d'Azur,2022
U7614100846747885798,DATA,30-34 ans,Homme,Occitanie,2024
U-4347914510660023148,DATA,40-44 ans,Non renseigné,Île-de-France,2023
U2184645274285970780,DATA,30-34 ans,Non renseigné,Nouvelle-Aquitaine,2022
U-5598094145501901258,DATA,20-24 ans,Femme,Auvergne-Rhône-Alpes,2025
U4171580274843002587,DATA,55-59 ans,Homme,Pays de la Loire,2022
U7250109274079486124,DATA,30-34 ans,Femme,Centre-Val de Loire,2025
U6153604287828427442,DATA,35-39 ans,Homme,Île-de-France,2023
U7585593772152861097,DATA,25-29 ans,Homme,Bourgogne-Franche-Comté,2024
U4960071890976024250,DATA,30-34 ans,Homme,Pays de la Loire,2024
U-5347589842636596030,DATA,25-29 ans,Homme,Île-de-France,2023
U-3773145591957599276,DATA,60 ans ou plus,Non renseigné,Île-de-France,2022
U-6903703789445321294,DATA,40-44 ans,Homme,Auvergne-Rhône-Alpes,2024
U-3672091519317060873,DATA,25-29 ans,Homme,Île-de-France,2025
U-3698540277317553675,DATA,35-39 ans,Femme,Île-de-France,2025
U8221775569545413386,DATA,45-49 ans,Non renseigné,Normandie,2025
U-7578238025174162976,DATA,45-49 ans,Homme,Auvergne-Rhône-Alpes,2022
U9090750791911639328,DATA,25-29 ans,Femme,Hauts-de-France,2022
U7776926529680052163,DATA,40-44 ans,Non renseigné,Île-de-France,2022
U1442476461596268665,DATA,40-44 ans,Homme,Auvergne-Rhône-Alpes,2024
U23255895551430298,DATA,55-59 ans,Non renseigné,Occitanie,2023
U4794221293830584105,DATA,45-49 ans,Homme,Île-de-France,2024
U-2388055103031453894,DATA,35-39 ans,Non renseigné,Auvergne-Rhône-Alpes,2022
U-9025419077941386833,DATA,40-44 ans,Homme,DROM,2022
U-928956643944732070,DATA,45-49 ans,Femme,DROM,2022
U-1599376375320066239,DATA,40-44 ans,Homme,Bretagne,2024
U5580966316787521230,DATA,40-44 ans,Homme,Bretagne,2022
U5198650260609577834,DATA,45-49 ans,Homme,Auvergne-Rhône-Alpes,2022
U-8560498039336881192,DATA,35-39 ans,Femme,Occitanie,2022
U7771539370650452942,DATA,50-54 ans,Homme,Occitanie,2025
U6566671222253980748,DATA,25-29 ans,Homme,Île-de-France,2023
U3015900147340579239,DATA,25-29 ans,Non renseigné,Île-de-France,2022
U-4518649352537012886,DATA,35-39 ans,Homme,Auvergne-Rhône-Alpes,2022
U4757572567020520075,DATA,25-29 ans,Homme,Occitanie,2025
U6149253744368717507,DATA,25-29 ans,Homme,Centre-Val de Loire,2025
U-1594170110882499166,DATA,30-34 ans,Non renseigné,Auvergne-Rhône-Alpes,2022
U8985763843922563596,DATA,40-44 ans,Homme,Île-de-France,2024
U6615790718562600031,DATA,45-49 ans,Non renseigné,Grand Est,2022
U1932234471188255565,DATA,35-39 ans,Homme,Normandie,2024
U4995948690840353540,DATA,35-39 ans,Femme,Hauts-de-France,2022
U702578218129894169,DATA,20-24 ans,Homme,Île-de-France,2024
